ITERATION 0 

PARAMS:
-> num_beams:  5 
-> no_repeat_ngram_size:  1 
-> repetition_penalty:  1.5 
-> temperature:  1.0 
-> top_k:  50 
-> top_p:  0.7 
-> max_length:  20 
 

WEIGHT DECAY: 1e-05
LOSS 0.019318263977766037 	 ACC 0.0 
LOSS 0.02882235310971737 	 ACC 0.0 
LOSS 0.02939894050359726 	 ACC 0.0 
LOSS 0.011973917484283447 	 ACC 0.0 
LOSS 0.018385430797934532 	 ACC 0.0 
LOSS 0.0161278136074543 	 ACC 0.0 
LOSS 0.016637491062283516 	 ACC 0.0 
LOSS 0.030838659033179283 	 ACC 0.0 
LOSS 0.013800123706459999 	 ACC 0.0 
LOSS 0.007195607293397188 	 ACC 0.0 
LOSS 0.022415831685066223 	 ACC 0.0 
LOSS 0.017959266901016235 	 ACC 0.0 
LOSS 0.0158581230789423 	 ACC 0.0 
LOSS 0.028045466169714928 	 ACC 0.0 
LOSS 0.017423691228032112 	 ACC 0.0 
LOSS 0.01105383038520813 	 ACC 0.0 
LOSS 0.02434154972434044 	 ACC 0.0 
LOSS 0.023933112621307373 	 ACC 0.0 
LOSS 0.040643442422151566 	 ACC 0.0 
LOSS 0.0238167904317379 	 ACC 0.0 
LOSS 0.031009221449494362 	 ACC 0.0 
LOSS 0.09188438206911087 	 ACC 0.0 
LOSS 0.005584372207522392 	 ACC 0.0 
LOSS 0.024144303053617477 	 ACC 0.0 
LOSS 0.02860315702855587 	 ACC 0.0 
LOSS 0.04221004247665405 	 ACC 0.0 
LOSS 0.01782788522541523 	 ACC 0.0 
LOSS 0.001800174475647509 	 ACC 0.0 
LOSS 0.015976715832948685 	 ACC 0.0 
LOSS 0.017121020704507828 	 ACC 0.0 
LOSS 0.02636084519326687 	 ACC 0.0 
LOSS 0.012354418635368347 	 ACC 0.0 
LOSS 0.010300460271537304 	 ACC 0.0 
LOSS 0.017740296199917793 	 ACC 0.0 
LOSS 0.04084602743387222 	 ACC 0.0 
LOSS 0.02782016061246395 	 ACC 0.0 
LOSS 0.010398179292678833 	 ACC 0.0 
LOSS 0.03326236456632614 	 ACC 0.0 
LOSS 0.024123771116137505 	 ACC 0.0 
LOSS 0.023659566417336464 	 ACC 0.0 
LOSS 0.015452805906534195 	 ACC 0.0 
LOSS 0.014605888165533543 	 ACC 0.0 
LOSS 0.01238833088427782 	 ACC 0.0 
LOSS 0.014898407272994518 	 ACC 0.0 
LOSS 0.02016305923461914 	 ACC 0.0 
LOSS 0.03652743250131607 	 ACC 0.0 
LOSS 0.011154981330037117 	 ACC 0.0 
LOSS 0.029776187613606453 	 ACC 0.0 
LOSS 0.022419385612010956 	 ACC 0.0 
LOSS 0.009848329238593578 	 ACC 0.0 
LOSS 0.017517998814582825 	 ACC 0.0 
LOSS 0.022333107888698578 	 ACC 0.0 
LOSS 0.02290685474872589 	 ACC 0.0 
LOSS 0.025080643594264984 	 ACC 0.0 
LOSS 0.04696783795952797 	 ACC 0.0 
LOSS 0.009488910436630249 	 ACC 0.0 
LOSS 0.20968309044837952 	 ACC 0.0 
LOSS 0.0070165167562663555 	 ACC 0.0 
LOSS 0.002761802403256297 	 ACC 0.0 
LOSS 0.020070340484380722 	 ACC 0.0 
LOSS 0.01599511131644249 	 ACC 0.0 
LOSS 0.011890375055372715 	 ACC 0.0 
LOSS 0.021956637501716614 	 ACC 0.0 
LOSS 0.01789100468158722 	 ACC 0.0 
LOSS 0.01956705003976822 	 ACC 0.0 
LOSS 0.018151970580220222 	 ACC 0.0 
LOSS 0.018408074975013733 	 ACC 0.0 
LOSS 0.023159349337220192 	 ACC 0.0 
LOSS 0.01543228980153799 	 ACC 0.0 
LOSS 0.029893169179558754 	 ACC 0.0 
LOSS 0.0013833580305799842 	 ACC 0.0 
LOSS 0.02308611571788788 	 ACC 0.0 
LOSS 0.019062692299485207 	 ACC 0.0 
LOSS 0.0070563508197665215 	 ACC 0.0 
LOSS 0.03455742448568344 	 ACC 0.0 
LOSS 0.013151315972208977 	 ACC 0.0 
LOSS 0.01838385872542858 	 ACC 0.0 
LOSS 0.015500621870160103 	 ACC 0.0 
LOSS 0.05491838976740837 	 ACC 0.0 
LOSS 0.016471723094582558 	 ACC 0.0 
LOSS 0.0010729171335697174 	 ACC 0.0 
LOSS 0.018608003854751587 	 ACC 0.0 
LOSS 0.034282226115465164 	 ACC 0.0 
LOSS 0.03252530097961426 	 ACC 0.0 
LOSS 0.006386531516909599 	 ACC 0.0 
LOSS 0.030491525307297707 	 ACC 0.0 
LOSS 0.023714622482657433 	 ACC 0.0 
LOSS 0.005499215796589851 	 ACC 0.0 
LOSS 0.0754828155040741 	 ACC 0.0 
LOSS 0.002929073292762041 	 ACC 0.0 
LOSS 0.026701083406805992 	 ACC 0.0 
LOSS 0.003951490856707096 	 ACC 0.0 
LOSS 0.015173212625086308 	 ACC 0.0 
LOSS 0.013632757589221 	 ACC 0.0 
LOSS 0.013459010981023312 	 ACC 0.0 
LOSS 0.007381494622677565 	 ACC 0.0 
LOSS 0.03231024369597435 	 ACC 0.0 
LOSS 0.018873587250709534 	 ACC 0.0 
LOSS 0.014166229404509068 	 ACC 0.0 
LOSS 0.04416416957974434 	 ACC 0.0 
LOSS 0.026639681309461594 	 ACC 0.0 
LOSS 0.02153073623776436 	 ACC 0.0 
LOSS 0.006311057135462761 	 ACC 0.0 
LOSS 0.018938342109322548 	 ACC 0.0 
LOSS 0.009937392547726631 	 ACC 0.0 
LOSS 0.012114524841308594 	 ACC 0.0 
LOSS 0.014402652159333229 	 ACC 0.0 
LOSS 0.030316535383462906 	 ACC 0.0 
LOSS 0.009746918454766273 	 ACC 0.0 
LOSS 0.006940108723938465 	 ACC 0.0 
LOSS 0.0017429274739697576 	 ACC 0.0 
LOSS 0.017442673444747925 	 ACC 0.0 
LOSS 0.032604411244392395 	 ACC 0.0 
LOSS 0.10270475596189499 	 ACC 0.0 
LOSS 0.037301190197467804 	 ACC 0.0 
LOSS 0.036762043833732605 	 ACC 0.0 
LOSS 0.018061526119709015 	 ACC 0.0 
LOSS 0.005871227476745844 	 ACC 0.0 
LOSS 0.02831116132438183 	 ACC 0.0 
LOSS 0.002457212656736374 	 ACC 0.0 
LOSS 0.016635265201330185 	 ACC 0.0 
LOSS 0.029500968754291534 	 ACC 0.0 
LOSS 0.014965099282562733 	 ACC 0.0 
LOSS 0.004667965229600668 	 ACC 0.0 
LOSS 0.015743549913167953 	 ACC 0.0 
LOSS 0.04473826661705971 	 ACC 0.0 
LOSS 0.012457259930670261 	 ACC 0.0 
LOSS 0.022362947463989258 	 ACC 0.0 
LOSS 0.055581193417310715 	 ACC 0.0 
LOSS 0.013675564900040627 	 ACC 0.0 
LOSS 0.011706761084496975 	 ACC 0.0 
LOSS 0.005116140935570002 	 ACC 0.0 
LOSS 0.036702387034893036 	 ACC 0.0 
LOSS 0.009256360121071339 	 ACC 0.0 
LOSS 0.019739534705877304 	 ACC 0.0 
LOSS 0.013980519957840443 	 ACC 0.0 
LOSS 0.009615547023713589 	 ACC 0.0 
LOSS 0.025709010660648346 	 ACC 0.0 
LOSS 0.005534282419830561 	 ACC 0.0 
LOSS 0.02456175535917282 	 ACC 0.0 
LOSS 0.0066758557222783566 	 ACC 0.0 
LOSS 0.00540964538231492 	 ACC 0.0 
LOSS 0.008155329152941704 	 ACC 0.0 
LOSS 0.020713645964860916 	 ACC 0.0 
LOSS 0.020367033779621124 	 ACC 0.25 
LOSS 0.04871461167931557 	 ACC 0.0 
LOSS 0.013823558576405048 	 ACC 0.0 
LOSS 0.008055650629103184 	 ACC 0.0 
LOSS 0.017870211973786354 	 ACC 0.0 
LOSS 0.021535951644182205 	 ACC 0.0 
LOSS 0.0008761262870393693 	 ACC 0.0 
LOSS 0.013489387929439545 	 ACC 0.0 
LOSS 0.01605953834950924 	 ACC 0.0 
LOSS 0.008396415039896965 	 ACC 0.0 
LOSS 0.010936329141259193 	 ACC 0.0 
LOSS 0.00913512147963047 	 ACC 0.0 
LOSS 0.01616095006465912 	 ACC 0.0 
LOSS 0.00519568519666791 	 ACC 0.0 
LOSS 0.04356038570404053 	 ACC 0.0 
LOSS 0.006621235981583595 	 ACC 0.0 
LOSS 0.010469694621860981 	 ACC 0.0 
LOSS 0.029064059257507324 	 ACC 0.0 
LOSS 0.0213615819811821 	 ACC 0.0 
LOSS 0.009827759116888046 	 ACC 0.0 
LOSS 0.011113103479146957 	 ACC 0.0 
LOSS 0.37113937735557556 	 ACC 0.0 
LOSS 0.008518473245203495 	 ACC 0.0 
LOSS 0.014525423757731915 	 ACC 0.0 
LOSS 0.004113574977964163 	 ACC 0.0 
LOSS 0.00957247894257307 	 ACC 0.0 
LOSS 0.01570470817387104 	 ACC 0.0 
LOSS 0.008834336884319782 	 ACC 0.0 
LOSS 0.039528798311948776 	 ACC 0.0 
LOSS 0.006133481860160828 	 ACC 0.0 
LOSS 0.0009190628188662231 	 ACC 0.0 
LOSS 0.012327807024121284 	 ACC 0.0 
LOSS 0.013895890675485134 	 ACC 0.0 
LOSS 0.019594909623265266 	 ACC 0.0 
LOSS 0.009784871712327003 	 ACC 0.0 
LOSS 0.007865918800234795 	 ACC 0.0 
LOSS 0.01654607057571411 	 ACC 0.0 
LOSS 0.009334223344922066 	 ACC 0.0 
LOSS 0.011529789306223392 	 ACC 0.0 
LOSS 0.012924768030643463 	 ACC 0.0 
LOSS 0.10255380719900131 	 ACC 0.0 
LOSS 0.024898288771510124 	 ACC 0.0 
LOSS 0.08382225036621094 	 ACC 0.0 
LOSS 0.003808080218732357 	 ACC 0.0 
LOSS 0.014471502974629402 	 ACC 0.0 
LOSS 0.009231804870069027 	 ACC 0.0 
LOSS 0.019641341641545296 	 ACC 0.0 
LOSS 0.02653728984296322 	 ACC 0.0 
LOSS 0.016136080026626587 	 ACC 0.0 
LOSS 0.012105473317205906 	 ACC 0.0 
LOSS 0.005475873593240976 	 ACC 0.0 
LOSS 0.017146412283182144 	 ACC 0.0 
LOSS 0.005887179169803858 	 ACC 0.0 
LOSS 0.006157668773084879 	 ACC 0.0 
LOSS 0.01593359373509884 	 ACC 0.0 
LOSS 0.020144063979387283 	 ACC 0.0 
LOSS 0.014470748603343964 	 ACC 0.0 
LOSS 0.007042803335934877 	 ACC 0.0 
LOSS 0.007646013051271439 	 ACC 0.0 
LOSS 0.004575262311846018 	 ACC 0.0 
LOSS 0.024517696350812912 	 ACC 0.0 
LOSS 0.011447027325630188 	 ACC 0.0 
LOSS 0.35956212878227234 	 ACC 0.0 
LOSS 0.005717191845178604 	 ACC 0.0 
LOSS 0.013588104397058487 	 ACC 0.0 
LOSS 0.07107869535684586 	 ACC 0.0 
LOSS 0.028461674228310585 	 ACC 0.0 
LOSS 0.019107041880488396 	 ACC 0.0 
LOSS 0.016256017610430717 	 ACC 0.0 
LOSS 0.011556345969438553 	 ACC 0.0 
LOSS 0.018730267882347107 	 ACC 0.0 
LOSS 0.02006489783525467 	 ACC 0.0 
LOSS 0.0917036309838295 	 ACC 0.0 
LOSS 0.015159402042627335 	 ACC 0.0 
LOSS 0.005136415362358093 	 ACC 0.0 
LOSS 0.018400151282548904 	 ACC 0.0 
LOSS 0.03677472844719887 	 ACC 0.0 
LOSS 0.015595047734677792 	 ACC 0.0 
LOSS 0.013214193284511566 	 ACC 0.0 
LOSS 0.01265929639339447 	 ACC 0.0 
LOSS 0.028483005240559578 	 ACC 0.0 
LOSS 0.00565683888271451 	 ACC 0.0 
LOSS 0.01088112685829401 	 ACC 0.0 
LOSS 0.02082330361008644 	 ACC 0.0 
LOSS 0.010683145374059677 	 ACC 0.0 
LOSS 0.021197976544499397 	 ACC 0.0 
LOSS 0.013749860227108002 	 ACC 0.0 
LOSS 0.02619948983192444 	 ACC 0.0 
LOSS 0.032204993069171906 	 ACC 0.0 
LOSS 0.03247824311256409 	 ACC 0.0 
LOSS 0.039886269718408585 	 ACC 0.0 
LOSS 0.01773274503648281 	 ACC 0.0 
LOSS 0.01948900893330574 	 ACC 0.0 
LOSS 0.013053329661488533 	 ACC 0.0 
LOSS 0.014066830277442932 	 ACC 0.0 
LOSS 0.012522821314632893 	 ACC 0.0 
LOSS 0.016133930534124374 	 ACC 0.0 
LOSS 0.015496909618377686 	 ACC 0.0 
LOSS 0.012934902682900429 	 ACC 0.0 
LOSS 0.021184630692005157 	 ACC 0.0 
LOSS 0.017841428518295288 	 ACC 0.0 
LOSS 0.015512104146182537 	 ACC 0.0 
LOSS 0.012505286373198032 	 ACC 0.0 
LOSS 0.011930163018405437 	 ACC 0.0 
LOSS 0.008708983659744263 	 ACC 0.0 
LOSS 0.014797771349549294 	 ACC 0.0 
LOSS 0.010827183723449707 	 ACC 0.0 
LOSS 0.015296590514481068 	 ACC 0.0 
LOSS 0.01986820437014103 	 ACC 0.0 
LOSS 0.010646405629813671 	 ACC 0.0 
LOSS 0.009618530049920082 	 ACC 0.0 
LOSS 0.00850329827517271 	 ACC 0.0 
LOSS 0.010244141332805157 	 ACC 0.0 
LOSS 0.023836450651288033 	 ACC 0.0 
LOSS 0.03750631958246231 	 ACC 0.0 
LOSS 0.037437666207551956 	 ACC 0.0 
LOSS 0.0135723277926445 	 ACC 0.0 
LOSS 0.006494659930467606 	 ACC 0.0 
LOSS 0.13148562610149384 	 ACC 0.0 
LOSS 0.3794114291667938 	 ACC 0.0 
LOSS 0.01915574073791504 	 ACC 0.0 
LOSS 0.01528801117092371 	 ACC 0.25 
LOSS 0.02398602105677128 	 ACC 0.0 
LOSS 0.0962149128317833 	 ACC 0.0 
LOSS 0.00926033966243267 	 ACC 0.0 
LOSS 0.01904725842177868 	 ACC 0.0 
LOSS 0.02535805106163025 	 ACC 0.0 
LOSS 0.01093218196183443 	 ACC 0.0 
LOSS 0.01866745948791504 	 ACC 0.0 
LOSS 0.02057861164212227 	 ACC 0.0 
LOSS 0.019228141754865646 	 ACC 0.0 
LOSS 0.03175949305295944 	 ACC 0.0 
LOSS 0.013171928003430367 	 ACC 0.0 
LOSS 0.014828542247414589 	 ACC 0.0 
LOSS 0.05758003517985344 	 ACC 0.0 
LOSS 0.04746295139193535 	 ACC 0.0 
LOSS 0.014201453886926174 	 ACC 0.0 
LOSS 0.03712373226881027 	 ACC 0.0 
LOSS 0.010821553878486156 	 ACC 0.0 
LOSS 0.009391267783939838 	 ACC 0.0 
LOSS 0.016927888616919518 	 ACC 0.0 
LOSS 0.006396168377250433 	 ACC 0.0 
LOSS 0.008063478395342827 	 ACC 0.0 
LOSS 0.011457029730081558 	 ACC 0.0 
LOSS 0.007796081714332104 	 ACC 0.0 
LOSS 0.02231338433921337 	 ACC 0.0 
LOSS 0.0127191673964262 	 ACC 0.0 
LOSS 0.014574374072253704 	 ACC 0.0 
LOSS 0.011982488445937634 	 ACC 0.0 
LOSS 0.06673837453126907 	 ACC 0.0 
LOSS 0.01597539894282818 	 ACC 0.0 
LOSS 0.008553726598620415 	 ACC 0.0 
LOSS 0.13093777000904083 	 ACC 0.0 
LOSS 0.009705763310194016 	 ACC 0.0 
LOSS 0.01006124448031187 	 ACC 0.0 
LOSS 0.01942618563771248 	 ACC 0.0 
LOSS 0.010555114597082138 	 ACC 0.0 
LOSS 0.011326734907925129 	 ACC 0.0 
LOSS 0.0199972502887249 	 ACC 0.0 
LOSS 0.006613594479858875 	 ACC 0.0 
LOSS 0.012665336020290852 	 ACC 0.0 
LOSS 0.01012351457029581 	 ACC 0.0 
LOSS 0.013684253208339214 	 ACC 0.0 
LOSS 0.012691035866737366 	 ACC 0.0 
LOSS 0.017291491851210594 	 ACC 0.0 
LOSS 0.026323381811380386 	 ACC 0.0 
LOSS 0.020741749554872513 	 ACC 0.0 
LOSS 0.031969569623470306 	 ACC 0.0 
LOSS 0.018141089007258415 	 ACC 0.0 
LOSS 0.013020472601056099 	 ACC 0.0 
LOSS 0.013594001531600952 	 ACC 0.0 
LOSS 0.003870045067742467 	 ACC 0.0 
LOSS 0.009326742962002754 	 ACC 0.0 
LOSS 0.025745565071702003 	 ACC 0.0 
LOSS 0.005500547122210264 	 ACC 0.0 
LOSS 0.00970508437603712 	 ACC 0.0 
LOSS 0.01041428279131651 	 ACC 0.0 
LOSS 0.010690070688724518 	 ACC 0.0 
LOSS 0.014390852302312851 	 ACC 0.0 
LOSS 0.011927567422389984 	 ACC 0.0 
LOSS 0.023258240893483162 	 ACC 0.0 
LOSS 0.008037419058382511 	 ACC 0.0 
LOSS 0.006362661253660917 	 ACC 0.0 
LOSS 0.016511550173163414 	 ACC 0.0 
LOSS 0.01711680181324482 	 ACC 0.0 
LOSS 0.0155226681381464 	 ACC 0.0 
LOSS 0.0029734827112406492 	 ACC 0.0 
LOSS 0.03799726441502571 	 ACC 0.0 
LOSS 0.007668125908821821 	 ACC 0.0 
LOSS 0.014817565679550171 	 ACC 0.0 
LOSS 0.0023677025455981493 	 ACC 0.0 
LOSS 0.019466856494545937 	 ACC 0.0 
LOSS 0.009085574187338352 	 ACC 0.0 
LOSS 0.011556723155081272 	 ACC 0.0 
LOSS 0.013019145466387272 	 ACC 0.0 
LOSS 0.01547031570225954 	 ACC 0.0 
LOSS 0.07907483726739883 	 ACC 0.0 
LOSS 0.0032053145114332438 	 ACC 0.0 
LOSS 0.008822335861623287 	 ACC 0.0 
LOSS 0.004996221978217363 	 ACC 0.0 
LOSS 0.02289680391550064 	 ACC 0.0 
LOSS 0.013910158537328243 	 ACC 0.0 
LOSS 0.016014903783798218 	 ACC 0.0 
LOSS 0.017222316935658455 	 ACC 0.0 
LOSS 0.021884655579924583 	 ACC 0.0 
LOSS 0.011087476275861263 	 ACC 0.0 
LOSS 0.024838769808411598 	 ACC 0.0 
LOSS 0.011963223107159138 	 ACC 0.0 
LOSS 0.010222911834716797 	 ACC 0.0 
LOSS 0.30595314502716064 	 ACC 0.0 
LOSS 0.008689948357641697 	 ACC 0.0 
LOSS 0.009437263011932373 	 ACC 0.0 
LOSS 0.013093143701553345 	 ACC 0.0 
LOSS 0.024169906973838806 	 ACC 0.0 
LOSS 0.0183387640863657 	 ACC 0.0 
LOSS 0.0002855573839042336 	 ACC 0.0 
LOSS 0.012255892157554626 	 ACC 0.0 
LOSS 0.008051454089581966 	 ACC 0.0 
LOSS 0.010973027907311916 	 ACC 0.0 
LOSS 0.015542574226856232 	 ACC 0.0 
LOSS 0.021300172433257103 	 ACC 0.0 
LOSS 0.008425705134868622 	 ACC 0.0 
LOSS 0.010752629488706589 	 ACC 0.25 
LOSS 0.012910370714962482 	 ACC 0.0 
LOSS 0.012436928227543831 	 ACC 0.0 
LOSS 0.009517689235508442 	 ACC 0.0 
LOSS 0.007269107270985842 	 ACC 0.0 
LOSS 0.021965626627206802 	 ACC 0.0 
LOSS 0.006362042855471373 	 ACC 0.0 
LOSS 0.011739945970475674 	 ACC 0.0 
LOSS 0.015374764800071716 	 ACC 0.0 
LOSS 0.01611810177564621 	 ACC 0.0 
LOSS 0.10009283572435379 	 ACC 0.0 
LOSS 0.015836285427212715 	 ACC 0.0 
LOSS 0.011632246896624565 	 ACC 0.0 
LOSS 0.0029753809794783592 	 ACC 0.0 
LOSS 0.02549547329545021 	 ACC 0.0 
LOSS 0.015759825706481934 	 ACC 0.0 
LOSS 0.012480366043746471 	 ACC 0.0 
LOSS 0.004485949408262968 	 ACC 0.0 
LOSS 0.007015382405370474 	 ACC 0.0 
LOSS 0.01542058028280735 	 ACC 0.0 
LOSS 0.013824844732880592 	 ACC 0.0 
LOSS 0.007245127111673355 	 ACC 0.0 
LOSS 0.22786159813404083 	 ACC 0.0 
LOSS 0.004183747805655003 	 ACC 0.0 
LOSS 0.016854850575327873 	 ACC 0.0 
LOSS 0.004339196253567934 	 ACC 0.0 
LOSS 0.018000807613134384 	 ACC 0.0 
LOSS 0.004438530653715134 	 ACC 0.0 
LOSS 0.012255559675395489 	 ACC 0.0 
LOSS 0.007734698709100485 	 ACC 0.0 
LOSS 0.009477674961090088 	 ACC 0.0 
LOSS 0.015546499751508236 	 ACC 0.0 
LOSS 0.002731605200096965 	 ACC 0.0 
LOSS 0.0008800143841654062 	 ACC 0.0 
LOSS 0.007319034542888403 	 ACC 0.0 
LOSS 0.011891830712556839 	 ACC 0.0 
LOSS 0.005855474155396223 	 ACC 0.0 
LOSS 0.011272141709923744 	 ACC 0.0 
LOSS 0.03241167590022087 	 ACC 0.0 
LOSS 0.21489392220973969 	 ACC 0.0 
LOSS 0.04250490665435791 	 ACC 0.0 
LOSS 0.01740345172584057 	 ACC 0.0 
LOSS 0.021440019831061363 	 ACC 0.0 
LOSS 0.005940314382314682 	 ACC 0.0 
LOSS 0.023377016186714172 	 ACC 0.0 
LOSS 0.016803797334432602 	 ACC 0.0 
LOSS 0.010824199765920639 	 ACC 0.0 
LOSS 0.008418017998337746 	 ACC 0.0 
LOSS 0.007007639389485121 	 ACC 0.0 
LOSS 0.015509267337620258 	 ACC 0.0 
LOSS 0.007861384190618992 	 ACC 0.0 
LOSS 0.007665632758289576 	 ACC 0.0 
LOSS 0.010652822442352772 	 ACC 0.0 
LOSS 0.012288812547922134 	 ACC 0.0 
LOSS 0.10606858134269714 	 ACC 0.0 
LOSS 0.00773177295923233 	 ACC 0.0 
LOSS 0.011091961525380611 	 ACC 0.0 
LOSS 0.009614886716008186 	 ACC 0.0 
LOSS 0.010160527192056179 	 ACC 0.0 
LOSS 0.017229508608579636 	 ACC 0.0 
LOSS 0.004250065423548222 	 ACC 0.0 
LOSS 0.08819980919361115 	 ACC 0.0 
LOSS 0.013147006742656231 	 ACC 0.0 
LOSS 0.047083254903554916 	 ACC 0.0 
LOSS 0.053350161761045456 	 ACC 0.0 
LOSS 0.01051089633256197 	 ACC 0.0 
LOSS 0.05476944521069527 	 ACC 0.0 
LOSS 0.0032288271468132734 	 ACC 0.0 
LOSS 0.012204417027533054 	 ACC 0.0 
LOSS 0.004552203696221113 	 ACC 0.0 
LOSS 0.010996953584253788 	 ACC 0.0 
LOSS 0.012507384642958641 	 ACC 0.0 
LOSS 0.009223812259733677 	 ACC 0.0 
LOSS 0.023227233439683914 	 ACC 0.0 
LOSS 0.004760535899549723 	 ACC 0.0 
LOSS 0.022722363471984863 	 ACC 0.0 
LOSS 0.00888109765946865 	 ACC 0.0 
LOSS 0.03794983774423599 	 ACC 0.0 
LOSS 0.005254719872027636 	 ACC 0.0 
LOSS 0.021562905982136726 	 ACC 0.0 
LOSS 0.004443854559212923 	 ACC 0.0 
LOSS 0.01783190481364727 	 ACC 0.0 
LOSS 0.004181790165603161 	 ACC 0.0 
LOSS 0.05909876897931099 	 ACC 0.0 
LOSS 0.0197660680860281 	 ACC 0.0 
LOSS 0.00935465469956398 	 ACC 0.0 
LOSS 0.004380150232464075 	 ACC 0.0 
LOSS 0.011308694258332253 	 ACC 0.0 
LOSS 0.007975625805556774 	 ACC 0.0 
LOSS 0.008004209026694298 	 ACC 0.0 
LOSS 0.011826563626527786 	 ACC 0.0 
LOSS 0.008842905052006245 	 ACC 0.0 
LOSS 0.013569477945566177 	 ACC 0.0 
LOSS 0.017323749139904976 	 ACC 0.0 
LOSS 0.01351957954466343 	 ACC 0.0 
LOSS 0.01580209843814373 	 ACC 0.0 
LOSS 0.0027238999027758837 	 ACC 0.0 
LOSS 0.0007510674186050892 	 ACC 0.0 
LOSS 0.007478205021470785 	 ACC 0.0 
LOSS 0.008479712530970573 	 ACC 0.0 
LOSS 0.004927383735775948 	 ACC 0.0 
LOSS 0.03229227662086487 	 ACC 0.0 
LOSS 0.01063589472323656 	 ACC 0.0 
LOSS 0.01131145004183054 	 ACC 0.0 
LOSS 0.013040035031735897 	 ACC 0.0 
LOSS 0.0053617930971086025 	 ACC 0.0 
LOSS 0.0065439133904874325 	 ACC 0.0 
LOSS 0.015593240037560463 	 ACC 0.0 
LOSS 0.005133915692567825 	 ACC 0.0 
LOSS 0.01842626743018627 	 ACC 0.0 
LOSS 0.0035112809855490923 	 ACC 0.0 
LOSS 0.0090531837195158 	 ACC 0.0 
LOSS 0.007697120774537325 	 ACC 0.0 
LOSS 0.05543122813105583 	 ACC 0.0 
LOSS 0.012942451983690262 	 ACC 0.0 
LOSS 0.018804525956511497 	 ACC 0.0 
LOSS 0.008186886087059975 	 ACC 0.0 
LOSS 0.00636811088770628 	 ACC 0.0 
LOSS 0.003247597021982074 	 ACC 0.0 
LOSS 0.017076972872018814 	 ACC 0.0 
LOSS 0.0063105979934334755 	 ACC 0.0 
LOSS 0.007690404076129198 	 ACC 0.0 
LOSS 0.016239793971180916 	 ACC 0.0 
LOSS 0.007823441177606583 	 ACC 0.0 
LOSS 0.005028810352087021 	 ACC 0.0 
LOSS 0.14140523970127106 	 ACC 0.0 
LOSS 0.01101059652864933 	 ACC 0.0 
LOSS 0.00856274925172329 	 ACC 0.0 
LOSS 0.006985476706176996 	 ACC 0.0 
LOSS 0.011534162797033787 	 ACC 0.0 
LOSS 0.039633650332689285 	 ACC 0.0 
LOSS 0.003453279612585902 	 ACC 0.0 
LOSS 0.009359162300825119 	 ACC 0.0 
LOSS 0.009301482699811459 	 ACC 0.0 
LOSS 0.01481892354786396 	 ACC 0.0 
LOSS 0.0098115848377347 	 ACC 0.0 
LOSS 0.010629159398376942 	 ACC 0.0 
LOSS 0.00612496305257082 	 ACC 0.0 
LOSS 0.03266250714659691 	 ACC 0.0 
LOSS 0.010357535444200039 	 ACC 0.0 
LOSS 0.003344789380207658 	 ACC 0.0 
LOSS 0.008976193144917488 	 ACC 0.0 
LOSS 0.004297113046050072 	 ACC 0.0 
LOSS 0.009246483445167542 	 ACC 0.0 
LOSS 0.009728563949465752 	 ACC 0.0 
LOSS 0.01238018274307251 	 ACC 0.0 
LOSS 0.025562452152371407 	 ACC 0.0 
LOSS 0.006527837831526995 	 ACC 0.0 
LOSS 0.006751421373337507 	 ACC 0.0 
LOSS 0.0038309486117213964 	 ACC 0.0 
LOSS 0.011476058512926102 	 ACC 0.0 
LOSS 0.07659301161766052 	 ACC 0.0 
LOSS 0.01926017925143242 	 ACC 0.0 
LOSS 0.012103738263249397 	 ACC 0.0 
LOSS 0.012297489680349827 	 ACC 0.0 
LOSS 0.011981833726167679 	 ACC 0.0 
LOSS 0.01195517461746931 	 ACC 0.0 
LOSS 0.0024096372071653605 	 ACC 0.0 
LOSS 0.006194358225911856 	 ACC 0.0 
LOSS 0.011145178228616714 	 ACC 0.0 
LOSS 0.06985293328762054 	 ACC 0.0 
LOSS 0.012765098363161087 	 ACC 0.0 
LOSS 0.01769641414284706 	 ACC 0.0 
LOSS 0.008680008351802826 	 ACC 0.0 
LOSS 0.006746356375515461 	 ACC 0.0 
LOSS 0.008512340486049652 	 ACC 0.0 
LOSS 0.004031147342175245 	 ACC 0.0 
LOSS 0.004111200105398893 	 ACC 0.0 
LOSS 0.009640672244131565 	 ACC 0.0 
LOSS 0.012508978135883808 	 ACC 0.0 
LOSS 0.01611281745135784 	 ACC 0.0 
LOSS 0.005623474717140198 	 ACC 0.0 
LOSS 0.006422052625566721 	 ACC 0.0 
LOSS 0.00966593623161316 	 ACC 0.0 
LOSS 0.014445585198700428 	 ACC 0.0 
LOSS 0.0059412140399217606 	 ACC 0.0 
LOSS 0.004304817412048578 	 ACC 0.0 
LOSS 0.008390678092837334 	 ACC 0.0 
LOSS 0.04285985976457596 	 ACC 0.0 
LOSS 0.014270741492509842 	 ACC 0.0 
LOSS 0.018273986876010895 	 ACC 0.0 
LOSS 0.004612216725945473 	 ACC 0.0 
LOSS 0.008981933817267418 	 ACC 0.0 
LOSS 0.0024090015795081854 	 ACC 0.0 
LOSS 0.004323520231992006 	 ACC 0.0 
LOSS 0.013971112668514252 	 ACC 0.0 
LOSS 0.01340235024690628 	 ACC 0.0 
LOSS 0.0076652574352920055 	 ACC 0.0 
